id,data,date,user_id,sentiment_class,Negative,Neutral,Positive
1100,Come back to it later,2022-01-26 03:37:37,8,Neutral,0.21425103,0.5766013,0.20914765
1101,frustrated,2022-01-26 15:49:49,8,Neutral,0.7577786,0.22310953,0.01911192
1102,"I quit my job in order to find one that could pay more, I had been at the job for many years and the loss of it made me feel like someone had kicked the table out from under me.",2022-06-12 02:12:24,8,Neutral,0.743616,0.22461607,0.03176799
1103,frustrated,2022-04-08 17:16:17,8,Neutral,0.19776776,0.48426947,0.31796274
1104,They should have trained me better.,2022-07-08 08:16:54,8,Neutral,0.84304273,0.13817613,0.018781208
1105,My money was stolen. ,2022-02-18 09:13:34,8,Neutral,0.84702355,0.14719659,0.005779783
1106,I am trying to reduce my weight by following many diets. But I can't follow more than a week. At the end of the week I gained one pound in my weight.,2022-01-22 13:03:32,8,Neutral,0.35437948,0.59526896,0.05035159
1107,I may not be able to graduate. ,2022-03-24 02:14:47,8,Neutral,0.86693233,0.12550884,0.0075588175
1108,"Working somewhere that doesnt give me pleasure, might as well end it then. ",2022-07-21 07:53:58,8,Neutral,0.4118718,0.5537063,0.03442192
1109,making this effort is useless,2022-01-28 18:10:56,8,Neutral,0.6188838,0.35366163,0.027454566
1110,It would be better to know if I drove a man away before the next relationship though,2021-10-14 20:55:21,8,Neutral,0.003674129,0.14821985,0.848106
1111,"Wait, I still have some questions to ask.",2021-10-11 07:10:49,8,Neutral,0.8366925,0.15542729,0.007880188
1112,"More time and effort that I am thin on as it is, I'd probably have to postpone the project.",2022-02-15 08:44:37,8,Neutral,0.58445776,0.4029305,0.012611783
1113,"my family called to tell me that they had planned to visit me and I had to ask him not to come these moments because I would be busy, but I find out that what I told them was confusing.",2021-12-11 11:40:57,8,Neutral,0.92883945,0.06813391,0.0030266903
1114,Fired for not meeting quota as a salesman.,2022-08-07 06:44:07,8,Neutral,0.57203144,0.3857882,0.04218038
1115,I wouldn't know where to turn,2021-09-15 18:54:17,8,Neutral,0.44854128,0.4992249,0.052233804
1116,Annoyed,2021-09-16 20:14:24,8,Neutral,0.0042801024,0.263247,0.7324729
1117,No one will ever want me,2022-03-22 11:08:49,8,Neutral,0.92762077,0.06518767,0.0071914834
1118,I may have chosen the wrong social group,2022-07-21 20:58:38,8,Neutral,0.8719247,0.117221236,0.010854051
1119,The coworker who got the promotion didn't deserve it. ,2021-09-16 23:36:31,8,Neutral,0.010002129,0.62907845,0.36091945
1120,disappointed,2022-05-17 18:20:14,8,Neutral,0.30632472,0.58448666,0.10918862
1121,That I'm not good at my job ,2022-04-20 16:09:22,8,Neutral,0.46649715,0.4715876,0.061915237
1122,The dog would die,2021-12-09 19:34:37,8,Neutral,0.6482066,0.32713178,0.02466164
1123,I feel taken advantage of.,2022-07-13 10:51:26,8,Neutral,0.029095363,0.60075915,0.37014544
1124,Keep trying but also work to improve my skills to make myself more valuable to a potential employee.,2022-05-26 12:50:53,8,Neutral,0.72137225,0.2556743,0.02295346
1125,It would say that I don't have good interpersonal skills and I don't handle my family well. ,2022-03-25 13:05:54,8,Neutral,0.074773885,0.6397262,0.28549984
1126,The local police had my car towed in the middle of the worst financial straits of my life.,2021-10-12 20:19:40,8,Neutral,0.24884965,0.65038055,0.10076982
1127,Had to postpone visit with parents because life is busy busy. ,2021-09-22 03:33:45,8,Neutral,0.8370572,0.15085483,0.0120879505
1128,I was being too pushy or weird,2022-06-11 06:24:15,8,Neutral,0.95709115,0.0391062,0.0038026145
1129,I'd be lonely for the rest of my life.,2022-07-19 05:10:55,8,Neutral,0.83326733,0.15458588,0.012146737
1130,i did not care,2022-06-26 11:32:03,8,Neutral,0.4311554,0.48446026,0.08438433
1131,I am not good enough.,2021-10-13 00:00:18,8,Neutral,0.017076816,0.36767113,0.6152521
1132,I am at a party where I only know the host.,2022-07-29 12:42:16,8,Neutral,0.075291514,0.7614791,0.1632294
1133,My family won't include me in their future plans.,2022-05-08 06:18:28,8,Neutral,0.8347087,0.14703931,0.018252028
1134,upset,2022-02-03 02:54:32,8,Neutral,0.8144833,0.17177577,0.013740926
1135,The whole thing was a lie,2022-02-27 22:59:03,8,Neutral,0.09127151,0.8357493,0.07297915
1136,He does not like me.,2021-11-10 18:09:33,8,Neutral,0.878049,0.11191634,0.010034637
1137,"There is not a point to my life, and there is nothing that I contribute to the world.",2022-05-08 04:17:56,8,Neutral,0.92481977,0.07041955,0.004760695
1138,Sad,2022-02-02 06:23:12,8,Neutral,0.7957866,0.18507701,0.019136434
1139,I was working as a car salesman for six months but got fired due to my lack of sales,2022-03-27 12:44:36,8,Neutral,0.72321373,0.25546205,0.021324212
1140,frustrated,2022-04-27 21:27:23,8,Neutral,0.14297237,0.65340084,0.20362678
1141,I feel like an outcast. ,2022-06-17 11:16:01,8,Neutral,0.743616,0.22461607,0.03176799
1142,That she wants to break up with me,2022-07-10 09:51:00,8,Neutral,0.0475429,0.5771888,0.37526828
1143,annoying,2021-09-03 20:31:01,8,Neutral,0.6452699,0.34055382,0.01417627
1144,because in this way I would not know what else to do to do well what went wrong.,2021-12-17 16:50:39,8,Neutral,0.41429815,0.512076,0.073625825
1145,A co-worker declined my invitation to go out.,2022-04-24 19:28:15,8,Neutral,0.89879644,0.095180504,0.0060230307
1146,I am embarrassed that I did not do my job correctly,2022-04-18 05:01:03,8,Neutral,0.30874074,0.5349961,0.15626316
1147,dissapointment,2022-04-15 13:44:40,8,Neutral,0.89818966,0.09786399,0.003946364
1148,I will receive a poor performance assessment on this task.,2022-07-06 09:41:18,8,Neutral,0.72717375,0.25317076,0.019655526
1149,No one else will talk to me.,2022-06-30 19:29:59,8,Neutral,0.8949645,0.09531827,0.009717221
1150,I might be loved less or not at all by my family.,2022-05-03 16:01:14,8,Neutral,0.20172839,0.72757334,0.07069818
1151,"I have asked my family to postpone their visit which they have been planning for 6 months, and they are deeply hurt.",2022-01-16 09:35:48,8,Neutral,0.91359967,0.082172245,0.004228065
1152,I have been rejected before and it happened again,2021-12-20 06:36:30,8,Neutral,0.15863983,0.7969388,0.04442139
1153,I'm mad that I'm wasting time and not getting my work done.,2021-11-08 09:27:57,8,Neutral,0.96028894,0.037337206,0.0023738404
1154,Keep trying to perform the task.,2022-01-07 01:30:43,8,Neutral,0.9373732,0.056910433,0.005716402
1155,I've had writer's block for two hours.,2021-12-18 06:15:25,8,Neutral,0.80085814,0.19059953,0.008542384
1156,wave at an acquaintance and get no response,2021-10-18 02:59:33,8,Neutral,0.89742553,0.09495601,0.00761848
1157,My boss interrupts me during a break to remind me of some work I need to finish today.,2021-11-04 13:46:42,8,Neutral,0.9667614,0.030190045,0.0030484735
1158,Mad,2022-06-25 05:16:13,8,Neutral,0.31089404,0.45018014,0.2389258
1159,I should talk with my supervisor to cut back on hours.,2022-05-11 16:43:24,8,Neutral,0.9669483,0.029095216,0.003956527
1160,The team captain on my gaming team approached me to try to remove me as the vice captain on the team citing that they didn't think I was doing enough to assist them.,2022-07-05 16:49:30,8,Neutral,0.26331076,0.6289184,0.10777089
1161,People will realize I am not a very good writer.,2021-11-25 10:09:56,8,Neutral,0.37126786,0.6132556,0.01547657
1162,try to learn spanish without them knowing ,2022-06-02 19:44:43,8,Neutral,0.75847584,0.22563672,0.015887415
1163,My hard work of 15 years was unimportant,2022-04-28 19:39:40,8,Neutral,0.46616632,0.5047357,0.02909801
1164,unhappy,2022-03-04 15:49:02,8,Neutral,0.96227056,0.033781253,0.003948103
1165,I would ask if maybe another time is better to go out.,2022-03-01 08:04:46,8,Neutral,0.9696315,0.028018646,0.002349819
1166,I would have done a better job,2022-02-15 19:29:53,8,Neutral,0.039397806,0.6171423,0.34345987
1167,I might become depressed,2022-02-14 01:05:41,8,Neutral,0.91640145,0.07810346,0.005495093
1168,i don't have enough time to do everything i want,2022-02-03 22:18:23,8,Neutral,0.87934166,0.114244804,0.0064135035
1169,I would explain to my family that I do want to see them but ask them to respect that I don't have time at the moment ,2022-01-26 17:36:47,8,Neutral,0.060235754,0.80372053,0.13604367
1170,"I'm trying to start a conversation, but the person doesn't want to talk to me.",2022-08-08 08:49:59,8,Neutral,0.46183437,0.4816467,0.056519043
1171,strict diets don't really work,2021-10-22 15:44:51,8,Neutral,0.03368863,0.13559917,0.8307122
1172,I got so mad I didn't want to be there anymore. ,2022-05-21 21:41:33,8,Neutral,0.17529032,0.39559296,0.42911667
1173,My brother and I stop playing games together.,2022-04-22 12:09:16,8,Neutral,0.40858722,0.52527726,0.06613557
1174,It would mean that I should be having in a different fashion than I currently am. ,2022-05-03 09:06:05,8,Neutral,0.56154764,0.39233443,0.04611794
1175,this diet isn't working,2022-08-17 10:31:35,8,Neutral,0.7985736,0.17381062,0.02761575
1176,I ALWAYS FINISH MY WORK BEFORE THE DEAD BUT MY BOSS PUSH ME TO FINISH THIS IMMIDIEATELY,2021-10-25 22:12:12,8,Neutral,0.66061455,0.3206953,0.018690147
1177,disappointed,2022-04-11 14:09:53,8,Neutral,0.11169036,0.5820038,0.3063059
1178,interviewed for a job with a new company but received a voicemail later in the week they chose to go with another candidate,2021-10-14 02:09:33,8,Neutral,0.9248333,0.072276294,0.0028903466
1179,I am not worthy of respect. This person thinks they are better than me.,2022-06-11 18:13:28,8,Neutral,0.6546455,0.32617325,0.019181272
1180,I would watch others work and learn from what they do right and implement it into my work behavior.,2021-10-17 00:22:28,8,Neutral,0.9417918,0.053888015,0.004320246
1181,Try to figure out why I did a poor job and fix those things while finding a new job. ,2022-03-08 09:07:00,8,Neutral,0.59472,0.37776655,0.027513448
1182,"I asked a coworker about spending time together outside of work, and they declined, saying they were too busy.",2021-12-20 23:30:30,8,Neutral,0.5776596,0.38484,0.03750043
1183,My family is mad at me,2021-12-30 07:54:15,8,Neutral,0.9513937,0.04651279,0.0020934285
1184,I'd be afraid they were mad at me for something,2022-05-16 16:58:36,8,Neutral,0.5813285,0.382689,0.035982527
1185,nothing,2022-02-14 10:33:26,8,Neutral,0.87408674,0.11711834,0.008794896
1186,I would feel that I was not qualified or good enough for the position. I would become intensely critical of why I was receiving these rejection phone calls. ,2022-05-03 13:02:50,8,Neutral,0.50940126,0.43221295,0.05838578
1187,"I will be unable to provide for my family, which will make me feel worthless",2022-07-10 17:15:39,8,Neutral,0.009712067,0.5798207,0.4104673
1188,Just keep applying for jobs,2022-04-16 01:39:59,8,Neutral,0.005255168,0.24179578,0.752949
1189,He showed that I am not capable enough to understand what the shop assistant told me.,2021-10-27 00:21:23,8,Neutral,0.7952204,0.18579745,0.018982166
1190,it means that I would be out of a job to which I dedicated two years of my life.,2022-02-19 01:53:31,8,Neutral,0.96550024,0.031950798,0.0025488865
1191,I am not going to make enough money to support myself and let myself down,2022-01-10 10:17:20,8,Neutral,0.6610944,0.29524535,0.043660223
1192,My acquaintance did not show any interest in saying hi to me.,2022-05-31 21:14:26,8,Neutral,0.028771734,0.6482559,0.3229724
1193,This hypocrisy is irritating.,2022-07-14 20:01:18,8,Neutral,0.5455974,0.41665977,0.037742853
1194,annoyed,2022-03-24 17:53:39,8,Neutral,0.18343444,0.7827423,0.033823222
1195,She would be in pain and it would cost me a lot of money.,2021-10-25 18:19:54,8,Neutral,0.07883521,0.84492004,0.076244734
1196,I'll be depressed a self-conscious,2022-07-02 05:09:18,8,Neutral,0.9760108,0.021407662,0.0025815482
1197,I am useless and cannot come up with words to use.,2021-12-05 23:48:25,8,Neutral,0.91929233,0.07543015,0.0052775363
1198,It means that I don't believe I'm a good person.,2021-12-08 08:00:46,8,Neutral,0.6889055,0.29481345,0.01628108
1199,You see someone you know and have liked the few times you have been around them. You wave and get no response.,2022-07-23 05:19:48,8,Neutral,0.81293005,0.16993667,0.017133325
1200,I have a lot to write but can't think of anything.,2021-11-09 06:42:17,8,Neutral,0.114844345,0.84287643,0.04227925
1201,I am experiencing writer's block.,2022-07-12 09:00:19,8,Neutral,0.9634655,0.03351415,0.003020317
1202,anger!,2022-06-09 06:14:03,8,Neutral,0.3309054,0.5605596,0.108534984
1203,Take a break do something else and come back to it later.,2022-08-16 22:06:37,8,Neutral,0.9135801,0.077730976,0.008688882
1204,"I felt the criticism was unfair because they didn't take into account the entire situation, especially considering how the patient was behaving towards me.",2021-09-24 13:56:32,8,Neutral,0.67700386,0.30837193,0.01462419
1205,I wonder whether they are really busy.,2022-01-19 02:44:58,8,Neutral,0.83863866,0.14604752,0.015313866
1206,I fear not taking the time to see them.,2022-08-22 18:02:21,8,Neutral,0.053912412,0.83159554,0.114492044
1207,no,2022-03-06 09:43:20,8,Neutral,0.16921784,0.71472317,0.11605897
1208,I would wonder if there was anything I could do and feel like a failure,2022-06-03 23:17:50,8,Neutral,0.96358967,0.03234038,0.004069956
1209,Agitated,2022-05-07 22:27:42,8,Neutral,0.7813712,0.18959002,0.02903874
1210,He doesn't like spending time with me.,2022-05-20 13:24:04,8,Neutral,0.7283445,0.22596292,0.045692593
1211,The coworker doesn't think am worth spending time with.,2021-11-17 12:05:03,8,Neutral,0.87512887,0.110613205,0.014258033
1212,I can now look for a job I like.,2022-04-07 18:38:12,8,Neutral,0.27175966,0.7030396,0.02520074
1213,embarrassed,2022-06-10 19:52:09,8,Neutral,0.32334313,0.6049599,0.071697
1214,I lose my house and car.,2021-12-18 08:06:06,8,Neutral,0.42953518,0.52144665,0.04901816
1215,disappointment,2022-01-09 12:51:37,8,Neutral,0.9216882,0.07451201,0.0037997493
1216,I would find someone else to talk to e,2022-08-24 09:06:58,8,Neutral,0.0082728965,0.30090627,0.6908208
1217,I wasted six months on a job that I am not suited to.,2022-04-22 07:57:48,8,Neutral,0.6182124,0.36249813,0.019289488
1218,He will sack me,2022-07-21 23:10:01,8,Neutral,0.9164126,0.07742523,0.006162198
1219,downhearted,2021-12-05 06:56:20,8,Neutral,0.8021976,0.17753057,0.020271935
1220,It means they don't respect me. ,2022-08-24 17:12:31,8,Neutral,0.83376515,0.15809119,0.008143585
1221,Waving to someone that doesn't acknowledge you existence is kind of embarrassing and cringe. ,2021-11-16 06:38:41,8,Neutral,0.9330024,0.062916614,0.0040809466
1222,Thinking about my lack of income,2021-12-24 15:43:19,8,Neutral,0.77359766,0.20160803,0.02479438
1223,I will become homeless.,2022-07-21 17:00:00,8,Neutral,0.8930082,0.09964413,0.007347723
1224,Hurt,2022-03-06 17:40:06,8,Neutral,0.631559,0.34625137,0.022189626
1225,I'm going to have to live by his rules and he'll ignore all mine,2022-01-12 18:36:04,8,Neutral,0.9118833,0.08012733,0.007989352
1226,guilty,2022-05-18 02:48:24,8,Neutral,0.45500046,0.5003814,0.04461817
1227,I'll feel lonely and inadequate,2022-07-04 15:53:07,8,Neutral,0.5579997,0.4271761,0.014824282
1228,"I would be upset because not having a job means I can't pay rent, buy food, pay for gas, etc.  I would feel like there was something wrong with me that I can't get hired for a job.",2022-05-21 20:35:59,8,Neutral,0.71793514,0.26715732,0.014907575
1229,I would immediately try and find a new job.,2021-09-22 19:09:39,8,Neutral,0.6399727,0.3158305,0.044196833
1230,That I am destined to be stuck in a 9-5 job,2022-06-09 13:56:15,8,Neutral,0.03682915,0.6864711,0.2766997
1231,I will not be able to pay my bills,2021-12-24 00:13:06,8,Neutral,0.8850239,0.11004966,0.0049264636
1232,"I saw a so-called friend, waved, and was ignored.",2022-08-06 19:38:37,8,Neutral,0.08529637,0.6237264,0.29097727
1233,have other things to do,2022-06-20 09:25:39,8,Neutral,0.8326917,0.1600553,0.007252947
1234,I may have to break it off with this girl.,2022-05-19 23:48:13,8,Neutral,0.81261253,0.16475396,0.022633536
1235,"My family is coming to visit, but I have asked them to postpone because I'm busy, then I find out they were hurt by this.",2022-04-04 20:07:47,8,Neutral,0.8385973,0.14692146,0.014481248
1236,Maybe I should not care anymore about people.,2021-09-22 14:21:13,8,Neutral,0.14787686,0.6733732,0.1787499
1237,"I would try to strike up a conversation with someone new, or go home. ",2022-03-31 05:48:15,8,Neutral,0.37837917,0.58728296,0.034337852
1238,No one thinks I am good enough to work for them.,2021-10-25 20:43:33,8,Neutral,0.03566985,0.6737895,0.29054058
1239,Sad,2022-02-12 11:22:14,8,Neutral,0.7846886,0.18560807,0.02970335
1240,It would mean that I wasn't able to finish my essay.,2021-12-02 15:56:34,8,Neutral,0.9393603,0.054746423,0.005893213
1241,I would try to shrug it off and see if I could find anyone else at the party who wanted to chat.,2021-09-19 17:47:55,8,Neutral,0.9206634,0.074461736,0.0048748045
1242,I've been called for the third time this week explained that the position I've applied to has been filled.,2022-05-05 10:05:12,8,Neutral,0.48243192,0.4757311,0.041836992
1243,I will spiral into a depression either way,2022-08-09 21:47:29,8,Neutral,0.9440372,0.05060875,0.0053540375
1244,I can't lose weight,2021-12-20 03:02:31,8,Neutral,0.9461575,0.051363625,0.0024788545
1245,It would say that I look stupid.,2022-05-15 07:34:06,8,Neutral,0.93753695,0.054808192,0.0076549016
1246,not having met the expectations of employment,2022-06-21 04:20:34,8,Neutral,0.886371,0.10587618,0.007752853
1247,"I would try to talk to the other person, but would accept their decision.",2022-07-02 05:29:52,8,Neutral,0.9481105,0.046461463,0.005427912
1248,I would be anxious and worried,2022-08-18 20:08:03,8,Neutral,0.016314907,0.6588986,0.3247865
1249,I will be a burden to my parents.,2021-09-03 01:17:59,8,Neutral,0.03694586,0.5071169,0.4559372
1250,Having problems coming up with words to write essay.,2022-04-12 03:01:26,8,Neutral,0.7921215,0.19056377,0.017314786
1251,"I texted to my wife (who is divorcing me) that we fix the steps outside our house that we are trying to sell, but she said it wasn't necessary. I became furious that she didn't agree with me and began swearing out loud, even though it was a minor issue.",2022-06-30 23:19:02,8,Neutral,0.67160624,0.30447164,0.023922138
1252,dissapointed,2022-03-08 10:04:49,8,Neutral,0.41701636,0.5646131,0.01837044
1253,I received a card from a girl I have been chatting with online. She is a friend of a friend and I'm concerned she may be more invested in the relationship than I am and I may have given her the wrong impression as I'm not sure If I want to pursue anything further.,2021-11-21 07:29:39,8,Neutral,0.8499932,0.14071856,0.009288159
1254,Picked up old mail from my grandmas and got old court documents,2022-06-26 14:39:47,8,Neutral,0.23252864,0.65878123,0.10869009
1255,her being gone makes me enter a depression,2022-05-29 10:48:32,8,Neutral,0.91604203,0.07503605,0.008921969
1256,That i have no skills,2022-04-29 22:23:59,8,Neutral,0.49690428,0.45577627,0.047319394
1257,She doesn't value our relationship,2022-01-15 12:22:14,8,Neutral,0.8842723,0.104316115,0.011411662
1258,It would mean I had gone to far below my eyes now.,2022-05-16 15:20:43,8,Neutral,0.9066669,0.08947856,0.003854609
1259,That I'm a loser no one wants to hire me. I should just give up and stop trying to avoid being rejected,2021-10-17 20:23:40,8,Neutral,0.94305956,0.054060675,0.0028797837
1260,Trying to research things to spark interest.,2021-10-25 00:37:57,8,Neutral,0.94402087,0.053047758,0.0029313313
1261,I'm not worth talking to ,2022-01-23 11:10:16,8,Neutral,0.8297489,0.15248412,0.017766954
1262,My husband purchased a new tablet for himself only,2022-02-17 14:03:01,8,Neutral,0.9128792,0.072038256,0.015082487
1263,It means I cannot pay my bills.,2022-02-25 02:16:46,8,Neutral,0.92277783,0.07203812,0.005183979
1264,upset,2021-12-07 12:55:53,8,Neutral,0.5398909,0.42452082,0.03558833
1265,I think they might be overreacting. ,2022-08-03 14:16:51,8,Neutral,0.011994603,0.79442704,0.19357832
1266,"Mean no I have to pay more money, thats not in my budget, because I was being irresponsible.",2021-11-03 07:59:48,8,Neutral,0.8706607,0.12449838,0.004840887
1267,Ask for help.,2021-10-20 23:07:28,8,Neutral,0.26753592,0.5459245,0.1865396
1268,Apologize to my friend,2022-04-01 14:48:16,8,Neutral,0.7278345,0.25383264,0.018332817
1269,It would mean that my family won't be in my life anymore.,2022-01-29 05:03:11,8,Neutral,0.4621837,0.5112502,0.026566105
1270,"My family wanted to visit me, but I asked them to postpone the trip, making them upset. ",2022-08-09 17:31:23,8,Neutral,0.88717437,0.10719514,0.0056305765
1271,I might not pass my class,2021-12-02 19:23:18,8,Neutral,0.93984854,0.055850144,0.0043012374
1272,It could be inconvenient and painful and even life-threatening. ,2021-11-30 21:16:06,8,Neutral,0.23493065,0.66561556,0.09945378
1273,losing my research funding,2022-03-24 06:46:10,8,Neutral,0.96199226,0.035824146,0.0021835964
1274,"My family is planning on visiting me, but I've asked them to reschedule as I think I'm too busy. They are disappointed by this. ",2021-10-04 08:00:06,8,Neutral,0.56493217,0.33278722,0.102280684
1275,They won't like me anymore.,2021-09-24 18:45:24,8,Neutral,0.8304357,0.15872823,0.010836047
1276,My criticized me over a small mistake I made in a report.  I lashed out rather harshly against him resulting in me almost getting fired on the spot. ,2022-01-25 22:10:36,8,Neutral,0.80446064,0.18793094,0.00760849
1277,I am a failure.,2022-03-11 16:46:35,8,Neutral,0.30049336,0.6608739,0.03863269
1278,Irritation,2022-07-29 04:41:34,8,Neutral,0.850646,0.14483844,0.0045155883
1279,I was fired from my car salesman job.,2022-01-20 07:40:53,8,Neutral,0.28573713,0.64630544,0.06795742
1280,That they do not like me,2021-12-29 16:35:48,8,Neutral,0.8667836,0.12497244,0.008244006
1281,He almost hit my car due to his carelessness.,2022-03-09 14:52:58,8,Neutral,0.7130085,0.26961616,0.017375296
1282,I may not ever get a job.,2022-06-21 01:37:47,8,Neutral,0.743616,0.22461607,0.03176799
1283,I got the cold shoulder from someone at a party.,2021-10-17 05:18:49,8,Neutral,0.07137135,0.7641107,0.16451803
1284,I will not get a job,2022-04-13 01:15:46,8,Neutral,0.6227333,0.3615295,0.015737178
1285,I have a dull personality,2022-02-22 18:40:33,8,Neutral,0.7924531,0.19791749,0.009629429
1286,I would be unable to get any difficult task completed.,2022-06-16 12:59:53,8,Neutral,0.86710113,0.12633169,0.0065671783
1287,socialize online,2022-05-05 05:11:32,8,Neutral,0.8674233,0.12109984,0.011476816
1288,I may have trouble finding another job,2022-04-25 17:15:32,8,Neutral,0.86748576,0.12347962,0.0090345945
1289,I'll never be hired,2022-04-09 12:48:32,8,Neutral,0.7283445,0.22596292,0.045692593
1290,"I've been dieting for a week and have gained weight, not lost.",2021-10-10 23:01:48,8,Neutral,0.6473147,0.31377578,0.038909443
1291,sad,2022-04-27 03:31:18,8,Neutral,0.012072684,0.17932111,0.8086062
1292,It means my insurance rates would likely increase if I file a claim,2021-12-03 17:44:47,8,Neutral,0.3182508,0.59948885,0.08226036
1293,embarrassed ,2021-10-06 22:14:38,8,Neutral,0.13612832,0.7277782,0.13609353
1294,I was fired from my job today.,2022-05-13 07:52:57,8,Neutral,0.75330496,0.22611871,0.020576384
1295,My thought was: why was i not giving the position instead of giving it to another person? I felt insulted and look down on.,2022-05-26 18:37:54,8,Neutral,0.82124853,0.16204283,0.01670862
1296,I've been sitting at my desk for two hours trying to wrote an essay but can't put any words together at all. ,2022-04-22 16:28:17,8,Neutral,0.92724,0.067856014,0.004903869
1297,Worry,2022-04-14 22:08:26,8,Neutral,0.2605757,0.5898988,0.14952543
1298,That he thinks my work is shit.,2022-08-02 18:15:12,8,Neutral,0.94098675,0.055579763,0.0034334443
1299,I look lazy,2022-08-08 12:09:07,8,Neutral,0.80620164,0.16751048,0.026287887
1300,I don't have any talents.,2021-12-23 05:01:06,8,Neutral,0.73947227,0.23755363,0.022974106
1301,I'd feel like I wasn't good enough to be hired anywhere,2021-09-03 09:53:28,8,Neutral,0.69520295,0.26878187,0.03601513
1302,I took a coffee break and my boss reminded me of some work that needs to get done,2022-06-07 05:42:33,8,Neutral,0.16299635,0.7903131,0.046690494
1303,it's common to fluctuate a couple of pounds when on a diet.,2021-10-17 17:58:36,8,Neutral,0.95396584,0.041949462,0.004084661
1304,hurt,2021-10-21 17:01:23,8,Neutral,0.71882296,0.25110948,0.03006752
1305,Because I'm not hireable.,2021-09-18 00:34:54,8,Neutral,0.83318484,0.15526423,0.011550913
1306,Maybe he didn't see me,2022-04-30 20:59:23,8,Neutral,0.848163,0.14259551,0.009241469
1307,My marriage is failing. I am unable to give my child a good life.,2022-05-16 18:50:43,8,Neutral,0.69468236,0.28313765,0.022180026
1308,I would not be able to see my family once again,2022-04-01 05:47:29,8,Neutral,0.6009734,0.38263658,0.01639005
1309,My family thinks I don't like them.,2021-10-01 04:24:42,8,Neutral,0.7960723,0.19592385,0.008003778
1310,I see a person and know and wave but he doesn't acknowledge it,2022-04-19 05:51:27,8,Neutral,0.9130182,0.078380205,0.008601489
1311,I wasted too much time on this person.,2022-02-05 05:24:49,8,Neutral,0.9346917,0.057845857,0.007462363
1312,I am not in control of what I do or how I perceive myself,2022-06-24 11:02:50,8,Neutral,0.34206238,0.5719263,0.08601135
1313,My boyfriend told me that I shouldn't clean the bathroom and to go and deal with the kids.,2022-02-02 20:02:09,8,Neutral,0.014824393,0.5786575,0.40651816
1314,I had not work here,2022-05-21 23:12:02,8,Neutral,0.9205059,0.073732734,0.005761428
1315,I've been struggling with various diets.,2022-02-05 10:12:01,8,Neutral,0.7181843,0.26696107,0.0148545625
1316,I would never want to live without my mom involved in my life. She is a supportive and constant person in my life.,2022-07-05 14:50:53,8,Neutral,0.6399727,0.3158305,0.044196833
1317,not being able to make money,2021-11-20 16:12:08,8,Neutral,0.018371273,0.41952866,0.5621001
1318,I'm not solving any issues.,2022-02-02 20:55:44,8,Neutral,0.37982225,0.5502405,0.06993724
1319,I would be hurt and never speak to him again.,2021-10-21 20:59:41,8,Neutral,0.8823973,0.10967924,0.007923438
1320,I'm not worth her time,2021-11-12 04:05:58,8,Neutral,0.9143047,0.07781716,0.007878209
1321,You like a coworker and asked them to go out sometime but they said they are too busy.,2022-05-06 08:28:39,8,Neutral,0.0064441245,0.40705103,0.5865048
1322,Contact them to explain the situation and try to reconcile with them.,2022-06-23 06:34:49,8,Neutral,0.79425263,0.18436474,0.021382667
1323,afraid,2022-01-17 02:07:54,8,Neutral,0.6851495,0.2713952,0.04345523
1324,Bite my tongue and try to get the work done as soon as I can,2021-12-30 21:17:15,8,Neutral,0.11146344,0.744953,0.14358355
1325,I have e been trying a number of diets and have been hitting one diet very hard. At the end of the week I weighed myself and found out I had gained a pound.,2021-12-20 22:26:31,8,Neutral,0.54822356,0.41074768,0.04102879
1326,I'll be stuck in a terrible job or unemployed forever.,2022-05-18 09:29:28,8,Neutral,0.08829648,0.27947205,0.6322314
1327,Just be work friends,2022-05-12 12:48:58,8,Neutral,0.7932816,0.18997799,0.016740348
1328,I'm wasting time,2021-09-09 23:45:27,8,Neutral,0.859391,0.13208416,0.008524848
1329,I'm not good enough for her son,2022-03-25 17:47:17,8,Neutral,0.93404007,0.06153972,0.0044202674
1330,I better end my break fast so I get that the work done.,2022-08-22 21:44:36,8,Neutral,0.65881306,0.31089368,0.030293262
1331,depressed,2021-12-30 10:01:00,8,Neutral,0.7551926,0.23027243,0.014535083
1332,I am not focused on the essay and it is becoming harder to let my thoughts flow.,2022-01-17 13:06:32,8,Neutral,0.9759162,0.021664472,0.0024193106
1333,My family wanted to visit and I told them it wasn't a good time. They feel rejected.,2022-02-03 20:09:01,8,Neutral,0.80836,0.17332697,0.018313041
1334,It says that people should not get into a relationship with me,2022-08-10 22:27:36,8,Neutral,0.60422677,0.34088624,0.054887023
1335,I'm not a very good person.,2021-12-13 20:38:55,8,Neutral,0.7742862,0.20846726,0.017246516
1336,frustrated,2021-12-25 00:10:55,8,Neutral,0.46919084,0.48786753,0.042941727
1337,Frustrating ,2021-10-23 02:25:36,8,Neutral,0.049805805,0.7531464,0.19704783
1338,I would not work,2022-08-12 02:24:02,8,Neutral,0.24123445,0.7002297,0.058535915
1339,My whoel family would grieve.,2022-04-03 20:34:27,8,Neutral,0.81339186,0.1771602,0.009447945
1340,Anxious,2022-05-23 06:22:54,8,Neutral,0.72677094,0.25670978,0.01651935
1341,pressured,2021-12-23 04:41:03,8,Neutral,0.8052365,0.18635145,0.008411992
