id,data,date,user_id,sentiment_class
799,"I'm a poor communicator and have failed to adequetly express myself in a manner that conveyed the meaning I intended (I meant \not right now,\\ not \\""never\\"")\""""",2022-07-18 15:59:01,8,Neutral
800,I must not be very liked by her if she keep's putting me off like this. ,2022-03-24 03:21:34,8,Neutral
801,relief,2022-03-02 21:39:55,8,Neutral
802,I was unable to keep my relationship afloat.,2021-10-24 11:22:04,8,Neutral
803,"I would thank the host for the invite, and then slip quietly out the door.",2022-03-22 17:18:50,8,Neutral
804,try to be more engaging,2022-07-13 03:37:49,8,Neutral
805,because I constantly fail at losing weight and looking nice,2022-08-16 13:25:04,8,Neutral
806,I want to lose weight,2021-10-13 12:29:43,8,Neutral
807,My mother in law thinks I am an incompetent father.,2022-04-14 06:12:30,8,Neutral
808,My spouse has left and the decision is final. ,2022-05-01 11:25:30,8,Neutral
809,I don't understand if this was a fault with me or the diet,2022-07-28 02:14:08,8,Neutral
810,disappointed,2022-07-22 17:23:14,8,Neutral
811,Keep walking and let them go past,2021-11-26 14:55:16,8,Neutral
812,Sad,2022-01-10 09:14:18,8,Neutral
813,frustration,2021-10-13 22:54:45,8,Neutral
814,I won't ever be successful,2022-05-10 14:01:53,8,Neutral
815,Talk with my family and make alternate plans as soon as possible. ,2021-12-27 17:46:29,8,Neutral
816,I will feel helpless in controlling how my life turns out.,2021-12-31 03:20:28,8,Neutral
817,He is angry at something I did,2022-03-19 21:59:58,8,Neutral
818,I feel like I'm stupid.,2022-06-10 05:27:14,8,Neutral
819,I'm a car salesman that was fired for not hitting my goals.,2021-10-07 19:02:10,8,Neutral
820,i deserve to be alone,2022-04-12 16:49:31,8,Neutral
821,"Say \thank you for reminding me\\\""""",2022-01-10 13:30:30,8,Neutral
822,Did he see me?,2022-04-10 09:18:44,8,Neutral
823,Maybe other people don't like me as much as I think.,2022-07-24 17:53:25,8,Neutral
824,I will be sad forever. ,2022-06-10 19:31:14,8,Neutral
825,I could get into trouble by my boss.,2022-04-21 15:34:45,8,Neutral
826,It's going to be hard to ever find a good job,2021-10-21 07:55:55,8,Neutral
827,rage,2021-12-12 06:01:16,8,Neutral
828,It could mean I'm not likeable,2022-03-12 01:52:20,8,Neutral
829,I'd feel sad and defeated,2021-09-06 06:32:24,8,Neutral
830,I won't have friends.,2022-05-11 06:00:18,8,Neutral
831,My boyfriend broke up with me and moved out via a note,2022-06-10 12:27:19,8,Neutral
832,I would just be very disappointed,2021-11-04 16:51:15,8,Neutral
833,I would wonder what I might have done to cause this to myself.,2021-11-23 10:37:07,8,Neutral
834,"We'll most likely stop talking for at least several months, during which my kids will be upset that they can't see their grandparents. ",2022-06-20 16:39:22,8,Neutral
835,angry,2022-01-29 11:51:45,8,Neutral
836,I am not good enough. ,2021-11-30 17:41:53,8,Neutral
837,"I asked my family to visit me another time, and they felt hurt.",2022-02-25 00:47:30,8,Neutral
838,I would continue being friendly at work but wouldn't try to take the relationship any further. ,2021-10-05 18:30:29,8,Neutral
839,"I fussed at my teenage daughter for some chores she had failed to do, even though she had done a ton of other work that day and really should've been praised rather than criticized.  ",2021-09-25 22:54:08,8,Neutral
840,I will try to reduce my work,2021-12-12 19:16:17,8,Neutral
841,I would get an unbiased opinion on my attractiveness and then fix what I could.,2022-08-20 14:28:38,8,Neutral
842,Confront the person the next time in person.,2021-09-20 16:29:44,8,Neutral
843,I feel like they were just saying that because I was on break.,2021-09-15 06:47:24,8,Neutral
844,I am walking down the street and see an acquaintance I like.  I wave to him but get no response back.,2022-01-27 11:08:26,8,Neutral
845,dedicate my time to the work,2021-09-27 03:22:45,8,Neutral
846,I would ignore the person the next time I see him at a social gathering and probably tell some friends about the incident to ease my pain. ,2022-02-02 22:55:20,8,Neutral
847,My family is hurt because I want to postpone their visit because I would be too busy around that time.,2022-03-01 00:24:06,8,Neutral
848,They need to deal with it and reschedule the visit.,2021-09-06 05:38:12,8,Neutral
849,It would mean that I need to re-evaluate and change how I apply for positions - and what skills that I am emphasizing to potential recruiters. ,2021-11-14 08:28:11,8,Neutral
850,Try to talk to a friend about the situation.,2022-07-20 10:30:24,8,Neutral
851,I'm not creative,2021-12-24 02:10:02,8,Neutral
852,anxious,2021-09-27 06:14:00,8,Neutral
853,sad,2022-07-09 23:34:52,8,Neutral
854,Try to be more engaging and interesting.,2021-09-29 11:52:11,8,Neutral
855,I tried a diet and gained a pound in a week.,2022-05-12 07:38:36,8,Neutral
856,try to concentrate more and finish the essay,2022-03-12 18:57:02,8,Neutral
857,It means I'm not a caring person,2022-01-08 20:35:27,8,Neutral
858,so much to sort out,2022-03-04 07:49:47,8,Neutral
859,resentful,2021-10-05 09:41:39,8,Neutral
860,"and because they don't recognize my value or thins I may be lazy or that I don't work hard enough, then maybe I want get a raise, a promotion or maybe I will be fired. ",2022-05-28 12:19:40,8,Neutral
861,"If they keep rejecting me, they just don't care about me.",2022-03-05 09:44:28,8,Neutral
862,"Well, the worst would be for her to die and me to face the emptiness of a life without her.",2022-02-16 13:37:23,8,Neutral
863,Anger,2022-03-30 19:20:54,8,Neutral
864,My boss stopped by to tell me that few more works needed to be done.,2022-05-24 23:24:50,8,Neutral
865,"Last week, my co-worker was invited to participate in a workshop and I was not. ",2022-05-28 06:02:35,8,Neutral
866,"Take a nice, deep breath and be relieved I can leave this crappy sales job.",2022-07-30 10:02:34,8,Neutral
867,Anxious,2022-08-03 06:21:47,8,Neutral
868,I have no worth.,2022-05-05 21:49:34,8,Neutral
869,"He's a nice guy, but I don't want to be friends with him any more as he's putting no effort into not being completely boring.",2022-07-02 23:54:26,8,Neutral
870,SO walked out on me.,2021-11-04 10:42:39,8,Neutral
871,"I was hungry, so I went to the kitchen to dinner and my sister's boyfriend was there. I don't like him. ",2021-10-01 03:18:49,8,Neutral
872,I invited them out and they didn't want to go out with me. ,2021-09-06 08:13:48,8,Neutral
873,I would try to find out what I did wrong and how to remedy it.,2022-05-17 01:06:59,8,Neutral
874,"I showed a new game idea I have to some friends I have in a chat room we all have together, but only 2 of them responded.",2022-07-09 04:28:07,8,Neutral
875,I need to socialize more and not focus on trying to talk to just the host,2022-06-19 18:48:10,8,Neutral
876,I'd call up some friends and ask them to hang out so I could relax a bit.,2021-10-17 13:34:53,8,Neutral
877,I would probably replay the conversation over and over in my head,2022-03-31 22:42:08,8,Neutral
878,I will be unable to progress in my career,2022-06-28 14:58:42,8,Neutral
879,I'm really bad at everything I do.,2022-02-27 07:44:35,8,Neutral
880,I made a deadline and missed it.,2022-05-19 13:39:42,8,Neutral
881,I'll have to compete with much younger workers,2022-03-24 10:41:28,8,Neutral
882,Something's wrong with me or I'm unlikable. ,2022-08-02 08:43:45,8,Neutral
883,Disappointment,2021-09-09 08:40:37,8,Neutral
884,I am going to fail this assignment,2022-07-01 20:07:54,8,Neutral
885,"Cry, become depressed.",2022-04-09 18:08:11,8,Neutral
886,I would be lonely and isolated,2021-12-02 14:57:49,8,Neutral
887,Stop trying to wave to him,2022-08-07 11:04:11,8,Neutral
888,I'd play it cool and be a gentleman,2022-02-08 22:42:13,8,Neutral
889,Worried,2022-02-26 22:56:04,8,Neutral
890,I would be sad and lonely,2022-04-09 11:16:04,8,Neutral
891,frustrated,2022-06-29 07:36:34,8,Neutral
892,Pissed,2022-02-17 14:56:33,8,Neutral
893,It would be very upsetting because it means that I brought sadness to people I care for and says I am too busy to be with my loved ones.,2022-04-21 14:54:42,8,Neutral
894,I would never be able to wear nice clothes,2021-11-03 20:23:56,8,Neutral
895,That i will disappoint my family,2022-03-10 03:33:56,8,Neutral
896,It would mean I'm a liar.,2022-08-13 09:05:50,8,Neutral
897,They'll tell other people how dull they think I am.,2022-08-23 10:38:41,8,Neutral
898,I have no job and am worried about finding one I can do well. ,2021-10-19 13:46:03,8,Neutral
899,anxious,2022-04-25 14:30:58,8,Neutral
900,"I'm not sure why she doesn't like me, and the friendliness is unrequited.",2022-08-18 08:37:39,8,Neutral
901,Embarrassment ,2022-03-03 00:49:25,8,Neutral
902,I found out I didn't get a job that i had tried for. This was the 3rd time that this had happened to me.,2022-05-24 11:03:57,8,Neutral
903,That they don't really like me,2022-03-26 02:43:13,8,Neutral
904,sadness,2021-11-15 01:33:54,8,Neutral
905,Working very hard,2022-08-22 17:43:56,8,Neutral
906,My co-worker doesn't like me and might tell others at work.,2022-05-23 12:52:41,8,Neutral
907,This was the only situation where I actually felt like I had a chance of making friends. There will be no other chances.,2022-08-14 01:06:08,8,Neutral
908,I am not doing enough to keep his attention.,2021-10-29 06:13:06,8,Neutral
909,Spend time by myself trying new things.,2022-04-14 11:12:31,8,Neutral
910,I will be lonely.,2022-04-19 16:15:56,8,Neutral
911,I would be boring to other people,2021-10-28 04:40:50,8,Neutral
912,I'd take a break or listen to some music and try again in a little while. ,2021-11-17 02:50:06,8,Neutral
913,I am just the kind of person who will never make friends.,2022-02-08 13:56:57,8,Neutral
914,Hurt,2022-05-06 03:23:38,8,Neutral
915,I would write bulletin points down of topics and start brainstorming ways to start creating my essay.,2021-11-02 00:05:19,8,Neutral
916,nothing,2022-05-12 03:58:45,8,Neutral
917,I may not be able to restore my marriage.,2022-05-18 11:56:48,8,Neutral
918,It would mean I'm a good person,2022-04-06 05:19:49,8,Neutral
919,Because I wasn't given any reason as to why I was unable to write any sentences.  Am I just stupid? Do I not know what my main assignment was that I had to write an essay to begin with?  Do I know what I'm supposed to write about but haven't because I haven't looked up any information about the topic?  I'm confused because this scenario is quite bad.,2021-11-03 04:40:57,8,Neutral
920,Leave the party ,2022-07-01 05:48:33,8,Neutral
921,I am not a good job candidate.,2021-10-16 07:57:07,8,Neutral
922,I would try to keep up with the diet and give it more time to fully take affect ,2022-02-12 16:03:41,8,Neutral
923,Take some time to myself and then start looking for other apartments.,2022-01-17 11:49:49,8,Neutral
924,Then she doesn't agree with my opinion.,2021-12-16 11:40:24,8,Neutral
925,"I was supposed to give my cousin a ride to the airport. He was moving out of town for work, had a lot of belongings and needed someone to help him with some of that stuff at the airport. I go to pick him up on the agreed time and date, only to find he was not even ready to go. Apparently, he pushed his travel date back and just forgot to tell me. I was livid, considering I had cleared up my schedule to attend to his needs.",2022-01-16 04:44:56,8,Neutral
926,Because it means someone I care about doesn't value my friendship.,2021-10-16 16:54:31,8,Neutral
927,I am walking on the street and see an acquaintance from work. I wave at him but get no response.,2021-10-03 20:43:22,8,Neutral
928,I'm not going to be able to help him learn how to get by in life,2022-05-29 13:18:00,8,Neutral
929,pissed,2022-01-17 07:56:14,8,Neutral
930,I would look in to other job opportunities that I might be better suited for. ,2022-07-22 02:49:20,8,Neutral
931,I have again lost out on a job to someone else. I am beginning to feel concerned and frustrated as this is the third time I received a similar call this week. ,2022-03-31 23:31:54,8,Neutral
932,I must have given him a reason to stop speaking to me.  Maybe he thinks I am mean.,2022-06-07 12:09:21,8,Neutral
933,It would mean that I should give up and just find a job and die lonely.,2021-10-21 14:26:38,8,Neutral
934,annoyed,2022-05-11 09:33:09,8,Neutral
935,anger,2022-04-21 19:54:50,8,Neutral
936,"I have wasted time, education, and money on something I am not good at.",2021-12-23 05:49:38,8,Neutral
937,People are not going to enjoy being around me,2021-09-27 16:09:03,8,Neutral
938,I'm not smart enough for this class,2022-01-04 10:44:03,8,Neutral
939,"While I was on a coffee break, my boss stopped by to remind that their is still work to be done. ",2022-06-08 15:43:21,8,Neutral
940,"I was waiting in line at a gas station, and was blocking the lane in the parking lot.  When a minivan came along and tried to legally drive through that same parking lot, I got really angry at the driver of that van, and just left the station in disgust. ",2021-10-25 09:18:40,8,Neutral
941,It means exactly what im saying. That i want to be heard.  ,2021-10-23 12:55:08,8,Neutral
942,"I just continued to be there for them in planning the funeral and what not, and continued to try to put a smile on their face.",2021-09-25 22:13:29,8,Neutral
943,That I applied several places and had no success in finding a new job.,2022-06-17 20:01:11,8,Neutral
944,I WAS IN OUT OF COUNTRY ON THE TIME MY GRAND FATHER WAS DEATH BUT I DID NOT ABLE TO SAW HIM AND DID NOT ABLE TO ATTENDED THE FUNERAL.I WAS REALLY SAD MOMENT TO ME EVER IN MY LIFE,2022-04-02 17:35:43,8,Neutral
945,rejected,2022-03-09 04:56:44,8,Neutral
946,My boss doesnt think I work hard enough,2022-06-27 19:04:25,8,Neutral
947,I would lose my home,2021-12-17 21:44:45,8,Neutral
948,I will be homeless,2021-10-25 16:42:52,8,Neutral
949,I will have to live on the streets.,2022-05-20 13:53:38,8,Neutral
950,I would get feedback from the employers and ask them what they would 've liked to see ie. additional training,2022-04-05 20:35:56,8,Neutral
951,surprised,2021-09-13 06:14:31,8,Neutral
952,I am not a likeable person.,2022-03-07 07:14:01,8,Neutral
953,Scoff and get a drink.,2021-11-12 23:43:33,8,Neutral
954,It would make me feel further behind and in the hole,2022-08-09 20:21:44,8,Neutral
955,Demonstrate that I don't need to be told these things.,2021-12-27 14:53:55,8,Neutral
956,Does nobody want to talk to me?,2021-10-17 21:52:57,8,Neutral
957,Maybe this means that I am evil as money is the root of evil,2022-06-23 18:27:48,8,Neutral
958,Seek out a doctor or professional to help me figure out how to lose weight ,2021-12-22 13:52:50,8,Neutral
959,"I would have to find another job, in a different profession",2021-10-04 09:03:13,8,Neutral
960,Get up and walk away from it for a while. Maybe look up information for inspiration.,2022-02-24 04:33:15,8,Neutral
961,I was wasting my time and I'm a disappointment.,2022-01-02 05:26:36,8,Neutral
962,loneliness,2022-06-24 21:30:47,8,Neutral
963,I don't know anybody else here,2021-10-16 15:50:00,8,Neutral
964,To avoid that I would say nothing and the relationship would stagnate in misery.,2021-09-26 01:15:00,8,Neutral
965,My wife might leave me.,2022-07-19 01:11:36,8,Neutral
966,nothing,2021-09-12 23:58:46,8,Neutral
967,Did this person have to be rude. Was it that hard to wave back,2021-09-27 12:41:41,8,Neutral
968,I hate myself,2022-06-02 15:11:47,8,Neutral
969,They don't like me as much as I like them.,2022-03-30 01:20:19,8,Neutral
970,The person doesn't remember who I am.,2022-04-08 13:44:46,8,Neutral
971,I came home and noticed that my wife has packed all of her things and left. There is a note on the table saying that it was inevitable and that I need to accept that this is reality.,2021-11-25 20:02:54,8,Neutral
972,I will always be this size.,2022-01-03 17:17:13,8,Neutral
973,I'd keep going with my diet.,2022-02-13 05:21:32,8,Neutral
974,"If she did die, I would try to comfort my mother.",2022-01-12 10:47:53,8,Neutral
975,I should have been trained better.,2022-08-24 20:13:34,8,Neutral
976,I can't do anything right. There's something wrong with my body.,2022-04-02 05:43:30,8,Neutral
977,"Try to become more interesting, maybe?",2022-01-22 17:34:19,8,Neutral
978,i could not be able to provide food for the kids,2021-09-04 08:14:10,8,Neutral
979,try not to be so friendly with the coworker,2022-01-20 05:29:04,8,Neutral
980,panic,2022-07-18 05:40:17,8,Neutral
981,"I have been trying to maintain a diet, but I find out that I have gained weight as a result.",2022-04-15 00:02:02,8,Neutral
982,I would stop focusing on what is important.,2021-12-02 00:58:22,8,Neutral
983,That I make poor decisions ,2021-10-17 10:46:34,8,Neutral
984,I will be alone,2022-01-14 16:38:14,8,Neutral
985,I should have known better,2022-05-05 09:34:34,8,Neutral
986,I will die lonely,2022-04-29 18:08:04,8,Neutral
987,Fear,2022-04-10 01:04:37,8,Neutral
988,I would try to find employment somewhere not in sales.,2022-03-22 22:56:33,8,Neutral
989,I'd make sure my boss doesn't see me on breaks. I'd leave the office. I'd also stay on top of my work time-wise.,2022-07-06 23:34:20,8,Neutral
990,I received a phone call telling me I didn't get a job.,2022-01-05 14:50:07,8,Neutral
991,"My mother will threaten to cut off the financial help she provides for her grandkids, despite the fact that I was the one who asked them not to come, not my kids. ",2022-06-11 05:57:31,8,Neutral
992,My lover has left me by leaving a note for me to find.,2022-04-30 06:17:30,8,Neutral
993,That person probably just has different taste in conversation or a specific objective on their mind that I'm intruding on.,2022-08-14 00:09:28,8,Neutral
994,I might fail the course.,2022-01-25 08:17:07,8,Neutral
995,my partner moved out and ended our relationship,2022-03-26 08:39:32,8,Neutral
996,fear,2022-05-04 01:32:04,8,Neutral
997,I became very stressed out after getting a bad score on a quiz,2022-04-19 18:29:17,8,Neutral
998,rejection,2022-05-23 11:29:18,8,Neutral
999,frustrated,2022-04-09 03:03:14,8,Neutral
1000,I will be homeless,2021-10-22 13:39:17,8,Neutral
1001,I was reminded my boss that I had some work due today,2021-12-08 21:45:54,8,Neutral
1002,I did a bad job,2021-09-15 02:22:36,8,Neutral
1003,I am selfish. ,2022-05-28 03:46:14,8,Neutral
1004,It means I could not sustain a living as a salesman,2022-08-10 20:16:51,8,Neutral
1005,That im overly sensitive,2021-12-23 02:05:50,8,Neutral
1006,my boss reminded me of some work I need to turn in today,2022-05-23 19:42:18,8,Neutral
1007,Embarrassed,2021-11-05 17:32:51,8,Neutral
1008,I'm never going to lose this weight.,2021-11-28 20:13:49,8,Neutral
1009,Because as my boss I cannot disrespect her when I know she had to of remembered.,2021-09-21 09:29:03,8,Neutral
1010,i think I'm pitiful.,2022-01-14 12:26:34,8,Neutral
1011,I have been trying to write an essay for two hours.,2021-12-09 14:00:33,8,Neutral
1012,potential to fail the class,2022-07-18 13:12:39,8,Neutral
1013,neutral,2022-01-02 02:52:20,8,Neutral
1014,I am walking down the street past someone I know. I wave to them but get no response,2022-07-27 23:45:22,8,Neutral
1015,He doesn't like me enough to talk in the middle of the street,2022-06-24 19:51:47,8,Neutral
1016,I will miss the things we do together.,2021-09-17 23:55:35,8,Neutral
1017,My co-worker is better than me. ,2022-01-06 04:39:58,8,Neutral
1018,I'm taking life for granted,2021-12-17 10:30:32,8,Neutral
1019,"During my coffee break, my boss reminds me of some tasks that need to be done today.",2021-10-27 10:34:52,8,Neutral
1020,I feel bad that im letting my family down who really wanted to see me.,2022-03-20 07:29:48,8,Neutral
1021,I asked a coworker to spend time with me and they said they were too busy,2022-05-04 08:27:04,8,Neutral
1022,puzzled,2021-12-27 12:03:23,8,Neutral
1023,I will not find a partner.,2022-01-08 18:14:29,8,Neutral
1024,"it would say that i have a strong heart, but get upset easilly.",2021-11-13 01:33:30,8,Neutral
1025,I can not accomplish my goals ,2021-10-01 13:14:18,8,Neutral
1026,My grades are important and I did poorly,2022-06-02 23:40:38,8,Neutral
1027,I'd feel like giving up,2021-09-12 21:09:42,8,Neutral
1028,girls dont think im worthy,2022-06-07 00:32:10,8,Neutral
1029,It means that I'm very unlikeable and uninteresting. ,2022-05-08 01:40:05,8,Neutral
1030,frustrated,2022-04-06 04:54:25,8,Neutral
1031,He wanted to make sure that I will not forget what I have to do.,2021-11-18 02:22:31,8,Neutral
1032,That I can be more than a bit compulsive about investigating odd byways of thought. ,2022-02-10 01:12:54,8,Neutral
1033,No one will be attracted to me. ,2022-03-05 12:20:01,8,Neutral
1034,annoyed,2021-12-07 09:01:15,8,Neutral
1035,I don't understand why he can't see that he overreacted.,2021-12-28 23:27:04,8,Neutral
1036,sad,2021-11-24 23:49:41,8,Neutral
1037,I get to keep to myself. ,2022-03-05 12:21:53,8,Neutral
1038,Forget about her and move on to the next person,2021-09-04 12:51:36,8,Neutral
1039,i was fired from my job for not meeting my quota,2021-10-06 17:04:32,8,Neutral
1040,I can't fight and must surrender.,2022-05-24 23:12:46,8,Neutral
1041,"I would try to work with my manager to see if they'd give me another shot, otherwise I would take unemployment courses on how to be a better salesperson and look for another job.",2021-10-26 14:30:11,8,Neutral
1042,I am not interesting enough for him.,2022-03-26 08:24:10,8,Neutral
1043,I wouldn't do anything. ,2022-04-27 13:47:14,8,Neutral
1044,"It might mean that they heard something about me that they didn't like, and I would worry about what it is.",2021-11-15 02:14:58,8,Neutral
1045,guilt,2021-10-03 05:13:38,8,Neutral
1046,"I found a job I thought was perfect for me in the field I used to work in and love very much. A few days after putting in a resume and lining up several references, I found out the job was filled and I didn't even get so much as an acknowledgment of my application much less an interview when I was extremely qualified.",2022-03-02 05:23:10,8,Neutral
1047,I'm not capable of achieving goals.,2021-09-12 02:06:39,8,Neutral
1048,"In future I won't try to do things irresponsibly or possibly unsafe, even if it's only temporary and/or I think no one will notice",2022-02-17 05:45:59,8,Neutral
1049,frustrated,2022-07-22 17:42:15,8,Neutral
1050,I would recognize that she isn't the one for me and find one who is,2022-08-22 10:24:23,8,Neutral
1051,i am in confusion,2022-04-11 14:55:09,8,Neutral
1052,I would increase my presence ,2022-01-15 03:39:01,8,Neutral
1053,i must not be doing my work very well ,2021-11-22 09:40:28,8,Neutral
1054,I would be frustrated with the diet and wonder what happened.,2022-07-13 16:59:07,8,Neutral
1055,Then I really cannot keep giving him any more of my time.,2022-05-09 05:57:56,8,Neutral
1056,anxious,2022-03-23 03:22:14,8,Neutral
1057,"Well, I guess this is because only CICO works, why did I fall for this nonsense",2022-06-18 06:23:45,8,Neutral
1058,It will be hard to find work if I am not liked or charming.,2021-09-06 12:52:57,8,Neutral
1059,"In a work project that has been developing for a couple of years, they take me out of the project because they do not cooperate enough with the group.",2022-08-17 18:20:56,8,Neutral
1060,Distraught,2022-01-16 13:58:41,8,Neutral
1061,That I sometimes waste too much time following a path looking for data. ,2022-02-08 08:57:39,8,Neutral
1062,That I wasn't good enough,2022-08-24 10:01:40,8,Neutral
1063,I would have no job and income,2021-10-16 14:40:22,8,Neutral
1064,Continue in my current position and try to improve my abilities.,2022-07-19 12:11:01,8,Neutral
1065,Anger,2022-07-16 14:54:28,8,Neutral
1066,It would mean I am annoyed by my boss,2022-05-06 15:17:00,8,Neutral
1067,That I am boring and not interesting,2022-08-10 07:28:36,8,Neutral
1068,This might stunt my career growth and keep me from moving up in my career.,2022-07-23 03:23:24,8,Neutral
1069,I would try to find out what is bad about me and work on improving it.,2022-03-13 14:25:21,8,Neutral
1070,I've been sticking to my diet for the week and when I weigh myself I see I've gained weight.,2022-07-18 07:57:10,8,Neutral
1071,Motivated,2022-04-12 19:21:09,8,Neutral
1072,I am not capable of losing weight,2022-02-26 13:57:49,8,Neutral
1073,im not important to friends,2022-06-04 15:19:27,8,Neutral
1074,I really should make time for them.,2022-05-07 01:00:54,8,Neutral
1075,defeated,2022-01-19 15:25:39,8,Neutral
1076,I'm too busy to have relatives over and I just heard they are hurt by me telling them they need to postpone their visit,2022-05-21 16:00:38,8,Neutral
1077,conflicted,2021-12-20 08:36:11,8,Neutral
1078,waved at a friend across the street and he didnt reply,2022-04-07 02:12:24,8,Neutral
1079,I would ensure I was following the diet closely and remind myself that weight fluctuates week to week and that's ok,2021-11-23 14:54:00,8,Neutral
1080,"My husband could've gotten a DUI or killed someone with his drunk driving, or I could've flew into a blind rage at my husband or the other woman for cheating on me. It would mean that I am a jealous person or married to an idiot.",2022-06-06 22:24:02,8,Neutral
1081,nothing,2021-11-10 13:10:54,8,Neutral
1082,I would continue to deteriorate physically and mentally,2021-12-20 02:19:21,8,Neutral
1083,"I am not an attractive, qualified job candidate.",2022-02-13 10:40:48,8,Neutral
1084,"I would be angry at first, but then I might relaize that maybe its for the best. Time to move on with my life.",2021-09-25 20:33:27,8,Neutral
1085,sadness,2021-11-19 01:27:31,8,Neutral
1086,I would lose my home and my friends and would have to completely change my living situation,2022-03-18 14:10:00,8,Neutral
1087,I failed.,2022-07-13 13:32:08,8,Neutral
1088,"This has happened before, just take your mind off it for a bit",2021-11-08 15:47:44,8,Neutral
1089,I was on my coffee break and my boss walked in to remind me that some of the work needs to get done today,2021-12-16 11:47:11,8,Neutral
1090,I don't understand why this diet hasn't worked,2021-12-28 02:55:43,8,Neutral
1091,"I'd probably break the relationship up, and find someone more welcoming.",2021-11-01 02:07:13,8,Neutral
1092,None,2022-07-09 20:39:21,8,Neutral
1093,That I can't form meaningful relationships.,2022-06-23 11:24:44,8,Neutral
1094,Go out with friends and keep meeting new people,2022-05-22 13:11:30,8,Neutral
1095,I'm incompetent.,2022-06-16 16:20:04,8,Neutral
1096,Not knowing what the future holds ,2021-12-27 01:00:36,8,Neutral
1097,disappointed,2022-04-29 08:45:27,8,Neutral
1098,try harder ,2022-02-26 04:20:02,8,Neutral
1099,I am not working hard enough.,2022-04-29 20:22:33,8,Neutral
1100,Come back to it later,2022-01-26 03:37:37,8,Neutral
1101,frustrated,2022-01-26 15:49:49,8,Neutral
1102,"I quit my job in order to find one that could pay more, I had been at the job for many years and the loss of it made me feel like someone had kicked the table out from under me.",2022-06-12 02:12:24,8,Neutral
1103,frustrated,2022-04-08 17:16:17,8,Neutral
1104,They should have trained me better.,2022-07-08 08:16:54,8,Neutral
1105,My money was stolen. ,2022-02-18 09:13:34,8,Neutral
1106,I am trying to reduce my weight by following many diets. But I can't follow more than a week. At the end of the week I gained one pound in my weight.,2022-01-22 13:03:32,8,Neutral
1107,I may not be able to graduate. ,2022-03-24 02:14:47,8,Neutral
1108,"Working somewhere that doesnt give me pleasure, might as well end it then. ",2022-07-21 07:53:58,8,Neutral
1109,making this effort is useless,2022-01-28 18:10:56,8,Neutral
1110,It would be better to know if I drove a man away before the next relationship though,2021-10-14 20:55:21,8,Neutral
1111,"Wait, I still have some questions to ask.",2021-10-11 07:10:49,8,Neutral
1112,"More time and effort that I am thin on as it is, I'd probably have to postpone the project.",2022-02-15 08:44:37,8,Neutral
1113,"my family called to tell me that they had planned to visit me and I had to ask him not to come these moments because I would be busy, but I find out that what I told them was confusing.",2021-12-11 11:40:57,8,Neutral
1114,Fired for not meeting quota as a salesman.,2022-08-07 06:44:07,8,Neutral
1115,I wouldn't know where to turn,2021-09-15 18:54:17,8,Neutral
1116,Annoyed,2021-09-16 20:14:24,8,Neutral
1117,No one will ever want me,2022-03-22 11:08:49,8,Neutral
1118,I may have chosen the wrong social group,2022-07-21 20:58:38,8,Neutral
1119,The coworker who got the promotion didn't deserve it. ,2021-09-16 23:36:31,8,Neutral
1120,disappointed,2022-05-17 18:20:14,8,Neutral
1121,That I'm not good at my job ,2022-04-20 16:09:22,8,Neutral
1122,The dog would die,2021-12-09 19:34:37,8,Neutral
1123,I feel taken advantage of.,2022-07-13 10:51:26,8,Neutral
1124,Keep trying but also work to improve my skills to make myself more valuable to a potential employee.,2022-05-26 12:50:53,8,Neutral
1125,It would say that I don't have good interpersonal skills and I don't handle my family well. ,2022-03-25 13:05:54,8,Neutral
1126,The local police had my car towed in the middle of the worst financial straits of my life.,2021-10-12 20:19:40,8,Neutral
1127,Had to postpone visit with parents because life is busy busy. ,2021-09-22 03:33:45,8,Neutral
1128,I was being too pushy or weird,2022-06-11 06:24:15,8,Neutral
1129,I'd be lonely for the rest of my life.,2022-07-19 05:10:55,8,Neutral
1130,i did not care,2022-06-26 11:32:03,8,Neutral
1131,I am not good enough.,2021-10-13 00:00:18,8,Neutral
1132,I am at a party where I only know the host.,2022-07-29 12:42:16,8,Neutral
1133,My family won't include me in their future plans.,2022-05-08 06:18:28,8,Neutral
1134,upset,2022-02-03 02:54:32,8,Neutral
1135,The whole thing was a lie,2022-02-27 22:59:03,8,Neutral
1136,He does not like me.,2021-11-10 18:09:33,8,Neutral
1137,"There is not a point to my life, and there is nothing that I contribute to the world.",2022-05-08 04:17:56,8,Neutral
1138,Sad,2022-02-02 06:23:12,8,Neutral
1139,I was working as a car salesman for six months but got fired due to my lack of sales,2022-03-27 12:44:36,8,Neutral
1140,frustrated,2022-04-27 21:27:23,8,Neutral
1141,I feel like an outcast. ,2022-06-17 11:16:01,8,Neutral
1142,That she wants to break up with me,2022-07-10 09:51:00,8,Neutral
1143,annoying,2021-09-03 20:31:01,8,Neutral
1144,because in this way I would not know what else to do to do well what went wrong.,2021-12-17 16:50:39,8,Neutral
1145,A co-worker declined my invitation to go out.,2022-04-24 19:28:15,8,Neutral
1146,I am embarrassed that I did not do my job correctly,2022-04-18 05:01:03,8,Neutral
1147,dissapointment,2022-04-15 13:44:40,8,Neutral
1148,I will receive a poor performance assessment on this task.,2022-07-06 09:41:18,8,Neutral
1149,No one else will talk to me.,2022-06-30 19:29:59,8,Neutral
